position,x,y,z,rmse_vx,rmse_vy,rmse_vz,sample_count,mean_vx,mean_vy,mean_vz
"(-85, 71, -21)",-85,71,-21,0.000828007,0.002201919,0.0030162707,60,0.64997566,0.45828375,0.43090925
"(-85, 71, -17)",-85,71,-17,0.0010169263,0.002100342,0.0032801842,80,0.6495657,0.45876175,0.4300805
"(-85, 71, -13)",-85,71,-13,0.0012871091,0.0020260683,0.0034302876,100,0.6489585,0.45898038,0.42936838
"(-85, 75, -29)",-85,75,-29,0.000795812,0.0019191877,0.0026782106,15,0.6491282,0.45603946,0.43221405
"(-85, 75, -25)",-85,75,-25,0.00081981835,0.002036166,0.0029341048,30,0.64902455,0.45688045,0.4312509
"(-85, 75, -21)",-85,75,-21,0.000985098,0.0020201914,0.003164736,45,0.64868873,0.45741355,0.43029407
"(-85, 75, -17)",-85,75,-17,0.0011806765,0.0019461998,0.0033337884,60,0.64807355,0.45764926,0.42937648
"(-85, 75, -13)",-85,75,-13,0.0013913591,0.0018269415,0.0033908798,75,0.6472811,0.4576293,0.42861775
"(-85, 79, -29)",-85,79,-29,0.0007238556,0.0015205572,0.0028210124,10,0.6469568,0.45551124,0.43158728
"(-85, 79, -25)",-85,79,-25,0.000871315,0.001644702,0.0030037872,20,0.6466978,0.4562071,0.43063587
"(-85, 79, -21)",-85,79,-21,0.0010252323,0.0017734461,0.0031572168,30,0.64611655,0.4565133,0.42964217
"(-85, 79, -17)",-85,79,-17,0.0012804561,0.0018257936,0.003249297,40,0.64530146,0.45649585,0.42873162
"(-85, 79, -13)",-85,79,-13,0.0014733471,0.0017812888,0.003246312,50,0.6443451,0.4561999,0.42799678
"(-85, 83, -29)",-85,83,-29,0.0005570894,0.0008111947,0.0028301515,5,0.64414406,0.4550863,0.43105897
"(-85, 83, -25)",-85,83,-25,0.0009460212,0.0010036002,0.002991865,10,0.6436009,0.45561916,0.43008795
"(-85, 83, -21)",-85,83,-21,0.0011854398,0.0013221513,0.003092214,15,0.642832,0.45575646,0.42917398
"(-85, 83, -17)",-85,83,-17,0.0014930993,0.0017287136,0.0031492785,20,0.64177656,0.45545143,0.42829934
"(-85, 83, -13)",-85,83,-13,0.0016972555,0.0019265333,0.0031148407,25,0.6406136,0.4548827,0.42762113
"(-81, 67, -29)",-81,67,-29,0.0011615241,0.00218127,0.0018402381,25,0.6516868,0.45788154,0.43421584
"(-81, 67, -25)",-81,67,-25,0.0012155452,0.002200695,0.0020400388,50,0.6519288,0.45887753,0.4336725
"(-81, 67, -21)",-81,67,-21,0.0012620214,0.002194839,0.0023604126,75,0.65204424,0.45965424,0.43306366
"(-81, 67, -17)",-81,67,-17,0.0013311873,0.0020715974,0.0027276892,100,0.65196884,0.46029645,0.4324338
"(-81, 67, -13)",-81,67,-13,0.0015372706,0.0020816813,0.0030414588,125,0.6517532,0.46074018,0.43183953
"(-81, 71, -29)",-81,71,-29,0.00068358687,0.0023215788,0.0022648955,20,0.6519228,0.45710856,0.434407
"(-81, 71, -25)",-81,71,-25,0.00064454664,0.0023516768,0.0024802764,40,0.6521327,0.45800656,0.4336907
"(-81, 71, -21)",-81,71,-21,0.0007332261,0.0023228615,0.0027624713,60,0.6521742,0.45864674,0.43291542
"(-81, 71, -17)",-81,71,-17,0.0008774491,0.0021615333,0.0030541406,80,0.65198666,0.4591147,0.4321267
"(-81, 71, -13)",-81,71,-13,0.0011301755,0.0019974746,0.0032667734,100,0.65162545,0.4593969,0.43139786
"(-81, 75, -29)",-81,75,-29,0.0007974817,0.002162257,0.0026581017,15,0.651037,0.4564589,0.4343192
"(-81, 75, -25)",-81,75,-25,0.00083935086,0.0022101714,0.0028662623,30,0.65109277,0.457233,0.43348685
"(-81, 75, -21)",-81,75,-21,0.0009447251,0.0022072308,0.0031100241,45,0.65095085,0.45772392,0.4325997
"(-81, 75, -17)",-81,75,-17,0.0011140982,0.0020728363,0.0033364093,60,0.6505463,0.45798162,0.43169105
"(-81, 75, -13)",-81,75,-13,0.0012657834,0.0018085233,0.0034693843,75,0.6499967,0.45806554,0.43087065
"(-81, 79, -29)",-81,79,-29,0.00071656983,0.0017295897,0.0029382333,10,0.64878404,0.45589286,0.43393135
"(-81, 79, -25)",-81,79,-25,0.0009560723,0.0018607257,0.0030922994,20,0.648668,0.4565319,0.43307918
"(-81, 79, -21)",-81,79,-21,0.0011218517,0.001942941,0.0032988614,30,0.6482441,0.45685372,0.43212125
"(-81, 79, -17)",-81,79,-17,0.0013440638,0.00195504,0.003476615,40,0.64761126,0.45687756,0.43117267
"(-81, 79, -13)",-81,79,-13,0.0014548022,0.0017541811,0.0035552764,50,0.6468655,0.45671794,0.43033338
"(-81, 83, -29)",-81,83,-29,0.00041496838,0.0010164203,0.0030253746,5,0.64567864,0.4554491,0.43348965
"(-81, 83, -25)",-81,83,-25,0.00083780155,0.0012365705,0.0032064943,10,0.64519835,0.45598635,0.43258375
"(-81, 83, -21)",-81,83,-21,0.0011671254,0.0015587609,0.003380354,15,0.6445265,0.45616877,0.43165076
"(-81, 83, -17)",-81,83,-17,0.0014412341,0.0018834465,0.0035297975,20,0.6436242,0.45594224,0.43070906
"(-81, 83, -13)",-81,83,-13,0.0016023406,0.0018628895,0.0035831127,25,0.64265054,0.45555672,0.42989922
"(-78, 67, -29)",-78,67,-29,0.0014517837,0.0021190126,0.0020889624,25,0.65323085,0.4580844,0.43560356
"(-78, 67, -25)",-78,67,-25,0.0014698136,0.0021774513,0.0020119403,50,0.6535945,0.45893672,0.43517217
"(-78, 67, -21)",-78,67,-21,0.0015368977,0.0020731254,0.0021256437,75,0.6539109,0.45968923,0.434696
"(-78, 67, -17)",-78,67,-17,0.0016928237,0.0019169309,0.0023811678,100,0.65409017,0.46033633,0.4341856
"(-78, 67, -13)",-78,67,-13,0.0019360287,0.0019820936,0.0026898189,125,0.6541249,0.46078345,0.43367234
"(-78, 71, -29)",-78,71,-29,0.00076704484,0.0023842668,0.0024364248,20,0.65361345,0.45708284,0.43616858
"(-78, 71, -25)",-78,71,-25,0.00074117444,0.0024027713,0.0024707299,40,0.653939,0.4578751,0.4355669
"(-78, 71, -21)",-78,71,-21,0.00079334114,0.002269916,0.0026259886,60,0.65419465,0.45852086,0.43492457
"(-78, 71, -17)",-78,71,-17,0.0009580158,0.0020554143,0.002847218,80,0.65426654,0.4590295,0.43423194
"(-78, 71, -13)",-78,71,-13,0.0012531368,0.0019009728,0.0030672061,100,0.65417045,0.45935687,0.43355587
"(-78, 75, -29)",-78,75,-29,0.0007813759,0.0023360336,0.0027822512,15,0.65281194,0.45626137,0.43639705
"(-78, 75, -25)",-78,75,-25,0.00084106816,0.002364591,0.0028752391,30,0.65301174,0.45698503,0.4356914
"(-78, 75, -21)",-78,75,-21,0.0009351796,0.0022632175,0.0030816724,45,0.6530382,0.4575261,0.434905
"(-78, 75, -17)",-78,75,-17,0.0010446926,0.0020098984,0.003289333,60,0.65286934,0.4578927,0.43406454
"(-78, 75, -13)",-78,75,-13,0.0011761237,0.0017196184,0.0034535557,75,0.65258443,0.4580774,0.43325847
"(-78, 79, -29)",-78,79,-29,0.00076497276,0.0020281596,0.003053143,10,0.65053064,0.45558262,0.43623477
"(-78, 79, -25)",-78,79,-25,0.0010028789,0.002100196,0.0031465802,20,0.650527,0.45623294,0.43548465
"(-78, 79, -21)",-78,79,-21,0.0011693254,0.0020176505,0.003382989,30,0.6502393,0.4566831,0.43460068
"(-78, 79, -17)",-78,79,-17,0.0013117589,0.0018625688,0.0035878643,40,0.6498017,0.45688143,0.4336795
"(-78, 79, -13)",-78,79,-13,0.0013803468,0.0016263386,0.0037175696,50,0.64930207,0.4568684,0.43280604
"(-78, 83, -29)",-78,83,-29,0.00052797614,0.0014253941,0.0031339203,5,0.64725864,0.45506382,0.43585867
"(-78, 83, -25)",-78,83,-25,0.0009506506,0.001474781,0.0032677343,10,0.64690083,0.45572534,0.4350644
"(-78, 83, -21)",-78,83,-21,0.0012211358,0.0015397491,0.0035265945,15,0.6463192,0.45611653,0.4341754
"(-78, 83, -17)",-78,83,-17,0.0015069573,0.0016654195,0.0037396043,20,0.6455547,0.4561283,0.43321928
"(-78, 83, -13)",-78,83,-13,0.0015702801,0.0016106266,0.0038689987,25,0.64478624,0.45594665,0.43233535
"(-74, 67, -29)",-74,67,-29,0.0018806357,0.002123212,0.0026527175,25,0.6548846,0.4575815,0.4367852
"(-74, 67, -25)",-74,67,-25,0.0019362163,0.0020641095,0.0024025135,50,0.6554187,0.45839083,0.43641958
"(-74, 67, -21)",-74,67,-21,0.0020004343,0.0019557287,0.0022268253,75,0.65591246,0.45909277,0.43606353
"(-74, 67, -17)",-74,67,-17,0.0021932004,0.0018968799,0.0022013297,100,0.65629405,0.45968822,0.43569958
"(-74, 67, -13)",-74,67,-13,0.0025144748,0.002043474,0.002367787,125,0.65655434,0.460102,0.4353357
"(-74, 71, -29)",-74,71,-29,0.00114779,0.0024781395,0.002713238,20,0.655329,0.45636874,0.43777627
"(-74, 71, -25)",-74,71,-25,0.0011058376,0.0023869304,0.0026373642,40,0.65583754,0.4571577,0.43723845
"(-74, 71, -21)",-74,71,-21,0.0011172881,0.0021985609,0.002601549,60,0.6562544,0.45780134,0.4367003
"(-74, 71, -17)",-74,71,-17,0.001269777,0.0019853704,0.0026282473,80,0.65653473,0.45832437,0.43613777
"(-74, 71, -13)",-74,71,-13,0.0015952091,0.0018694055,0.0027528175,100,0.6566735,0.45868808,0.4355833
"(-74, 75, -29)",-74,75,-29,0.0009778114,0.0024787977,0.0028523793,15,0.65452576,0.4554039,0.43834928
"(-74, 75, -25)",-74,75,-25,0.0010163195,0.0023622417,0.002908631,30,0.65489566,0.4562073,0.43769434
"(-74, 75, -21)",-74,75,-21,0.0010540871,0.0021873324,0.0030149606,45,0.6550728,0.45680374,0.4369989
"(-74, 75, -17)",-74,75,-17,0.001095678,0.0019087235,0.0031142938,60,0.6551059,0.45726278,0.43626323
"(-74, 75, -13)",-74,75,-13,0.0012415423,0.001638421,0.0032316698,75,0.6550426,0.45756677,0.43554226
"(-74, 79, -29)",-74,79,-29,0.0010333236,0.0021614637,0.0029807612,10,0.6521727,0.45469862,0.438418
"(-74, 79, -25)",-74,79,-25,0.0012434156,0.002065894,0.0031131424,20,0.6523291,0.45547658,0.4376945
"(-74, 79, -21)",-74,79,-21,0.0013314097,0.0018876393,0.003331352,30,0.6521665,0.45606995,0.4368776
"(-74, 79, -17)",-74,79,-17,0.0014315837,0.001668319,0.0035044118,40,0.6519176,0.4564479,0.43602553
"(-74, 79, -13)",-74,79,-13,0.0014539813,0.001440668,0.0036254742,50,0.65160966,0.45665807,0.4351906
"(-74, 83, -29)",-74,83,-29,0.0006320849,0.0013507932,0.0029060042,5,0.64866287,0.4542563,0.43813187
"(-74, 83, -25)",-74,83,-25,0.0010318768,0.00119958,0.0031653775,10,0.6484188,0.45512956,0.43732166
"(-74, 83, -21)",-74,83,-21,0.001306583,0.0012067299,0.003462907,15,0.6479759,0.45572037,0.43646938
"(-74, 83, -17)",-74,83,-17,0.0016030557,0.0012881604,0.0037035674,20,0.64735717,0.45598474,0.435543
"(-74, 83, -13)",-74,83,-13,0.001630789,0.0012277332,0.003860943,25,0.64674926,0.4561139,0.43465206
"(-70, 67, -29)",-70,67,-29,0.0021357492,0.0020465779,0.003538917,25,0.6568766,0.45631945,0.43761295
"(-70, 67, -25)",-70,67,-25,0.0022168278,0.0019602855,0.0032143323,50,0.6575443,0.45705274,0.43726352
"(-70, 67, -21)",-70,67,-21,0.002310302,0.0019104927,0.0028569468,75,0.65813637,0.4576762,0.43698126
"(-70, 67, -17)",-70,67,-17,0.0024895573,0.0019824186,0.002548783,100,0.6585969,0.45815736,0.4367514
"(-70, 67, -13)",-70,67,-13,0.0027721864,0.0022485638,0.0024330325,125,0.6588963,0.45846376,0.43656254
"(-70, 71, -29)",-70,71,-29,0.001286852,0.0024411685,0.0031353096,20,0.65727186,0.45499092,0.43907127
"(-70, 71, -25)",-70,71,-25,0.001298073,0.0023146777,0.0029659003,40,0.6579029,0.45573157,0.43855476
"(-70, 71, -21)",-70,71,-21,0.0013097452,0.0021147656,0.0027518154,60,0.65841156,0.45636085,0.43808123
"(-70, 71, -17)",-70,71,-17,0.0014109198,0.001944036,0.0025450068,80,0.6587577,0.4568482,0.43763095
"(-70, 71, -13)",-70,71,-13,0.0016443058,0.001952256,0.0024518284,100,0.6589358,0.45718428,0.43722156
"(-70, 75, -29)",-70,75,-29,0.0011066702,0.0023619574,0.0028248995,15,0.65633136,0.4540407,0.4400324
"(-70, 75, -25)",-70,75,-25,0.0011873236,0.0022333234,0.00285095,30,0.65678686,0.45487288,0.43938842
"(-70, 75, -21)",-70,75,-21,0.0012254955,0.0020264166,0.0028670242,45,0.65705913,0.45553717,0.43873978
"(-70, 75, -17)",-70,75,-17,0.0012364708,0.0017866353,0.0028500012,60,0.65713567,0.4560372,0.43807754
"(-70, 75, -13)",-70,75,-13,0.0012720887,0.0016396184,0.0028319808,75,0.6571117,0.45640728,0.4374644
"(-70, 79, -29)",-70,79,-29,0.0011486475,0.0018239182,0.0026629115,10,0.6538021,0.45345107,0.4403141
"(-70, 79, -25)",-70,79,-25,0.0013901104,0.0017175551,0.0028926705,20,0.6540042,0.4543582,0.43957806
"(-70, 79, -21)",-70,79,-21,0.0014944534,0.0015824148,0.0031195206,30,0.6539162,0.45509246,0.43878397
"(-70, 79, -17)",-70,79,-17,0.0016338405,0.0014176166,0.0032675017,40,0.6536893,0.45562035,0.4379785
"(-70, 79, -13)",-70,79,-13,0.0016295008,0.001344971,0.0033099735,50,0.65341115,0.45598805,0.43721116
"(-70, 83, -29)",-70,83,-29,0.000755996,0.0005746741,0.0024760175,5,0.6500467,0.45322084,0.44001952
"(-70, 83, -25)",-70,83,-25,0.0011626295,0.00052481116,0.0028597917,10,0.649834,0.45423475,0.43920785
"(-70, 83, -21)",-70,83,-21,0.0014752003,0.00060890027,0.0032303508,15,0.64947975,0.45508215,0.43836272
"(-70, 83, -17)",-70,83,-17,0.001880389,0.0009820949,0.0035145825,20,0.6488658,0.4555935,0.43745622
"(-70, 83, -13)",-70,83,-13,0.0019915502,0.0011757851,0.0036392838,25,0.6483083,0.45595717,0.4366003
"(-66, 67, -29)",-66,67,-29,0.0020319405,0.0020235328,0.0043726135,25,0.6592658,0.4542617,0.43799797
"(-66, 67, -25)",-66,67,-25,0.0020896574,0.001902917,0.0040819114,50,0.659906,0.45487317,0.43760985
"(-66, 67, -21)",-66,67,-21,0.0021727667,0.0019436979,0.003697286,75,0.6603592,0.4553235,0.43733886
"(-66, 67, -17)",-66,67,-17,0.0023109172,0.0021663548,0.0032795805,100,0.66068614,0.4556157,0.4371807
"(-66, 67, -13)",-66,67,-13,0.0025478413,0.002494744,0.0029696415,125,0.6608593,0.45576036,0.43714523
"(-66, 71, -29)",-66,71,-29,0.0013673654,0.002370105,0.0036181728,20,0.65940726,0.4530024,0.4398718
"(-66, 71, -25)",-66,71,-25,0.0012451814,0.002191844,0.0034526917,40,0.6600129,0.4536783,0.4393263
"(-66, 71, -21)",-66,71,-21,0.0012394598,0.0020020066,0.0031572557,60,0.6603905,0.45421064,0.4388667
"(-66, 71, -17)",-66,71,-17,0.0012852747,0.0019282287,0.002798132,80,0.660579,0.4545754,0.4384736
"(-66, 71, -13)",-66,71,-13,0.0014379388,0.0020304932,0.0024714489,100,0.6606116,0.4548091,0.43818915
"(-66, 75, -29)",-66,75,-29,0.0013784032,0.0022170995,0.0028221717,15,0.6582123,0.45227545,0.441179
"(-66, 75, -25)",-66,75,-25,0.0012836287,0.0020708204,0.0028488117,30,0.6586234,0.45310256,0.44051746
"(-66, 75, -21)",-66,75,-21,0.0013679077,0.0018798345,0.0028367573,45,0.65873617,0.453752,0.4398657
"(-66, 75, -17)",-66,75,-17,0.0014510421,0.0017438694,0.0027289912,60,0.6586505,0.45420006,0.43922803
"(-66, 75, -13)",-66,75,-13,0.001489454,0.0017219704,0.0025170483,75,0.6584738,0.45453823,0.4387027
"(-66, 79, -29)",-66,79,-29,0.0012829818,0.0016329883,0.0022833527,10,0.65535873,0.45196143,0.4416379
"(-66, 79, -25)",-66,79,-25,0.0014186585,0.0015759494,0.0026048222,20,0.65554345,0.45292598,0.44088712
"(-66, 79, -21)",-66,79,-21,0.0017091401,0.0015231526,0.0028924164,30,0.65532196,0.4537315,0.44008335
"(-66, 79, -17)",-66,79,-17,0.0020336276,0.0014799606,0.0030362802,40,0.6549287,0.45432073,0.43928117
"(-66, 79, -13)",-66,79,-13,0.0021667639,0.0015345032,0.0029751488,50,0.65449655,0.45474765,0.4385637
"(-66, 83, -29)",-66,83,-29,0.001191035,0.0005276795,0.0018525993,5,0.6514515,0.4521292,0.44138914
"(-66, 83, -25)",-66,83,-25,0.0013017139,0.0006196258,0.0024446168,10,0.6512074,0.45329437,0.44055176
"(-66, 83, -21)",-66,83,-21,0.0018271528,0.0008881185,0.0029973239,15,0.6506824,0.45431048,0.43967134
"(-66, 83, -17)",-66,83,-17,0.002460213,0.0012634665,0.0033507664,20,0.64989626,0.4549586,0.4387371
"(-66, 83, -13)",-66,83,-13,0.002733523,0.0015262725,0.0034308238,25,0.6492007,0.45540276,0.43788815
"(-62, 67, -29)",-62,67,-29,0.001859741,0.0019949507,0.00488429,25,0.6615867,0.45148766,0.43801364
"(-62, 67, -25)",-62,67,-25,0.0018297202,0.0018956985,0.0046473145,50,0.66203356,0.4518596,0.43752816
"(-62, 67, -21)",-62,67,-21,0.0018713556,0.0019387638,0.004292322,75,0.6621885,0.45207775,0.4372108
"(-62, 67, -17)",-62,67,-17,0.0019891486,0.002144208,0.0038866727,100,0.66217256,0.45217285,0.43703607
"(-62, 67, -13)",-62,67,-13,0.002121325,0.0024535991,0.0035509903,125,0.6620692,0.452148,0.43704775
"(-62, 71, -29)",-62,71,-29,0.0014797392,0.002324433,0.003993828,20,0.66131103,0.45055184,0.4401526
"(-62, 71, -25)",-62,71,-25,0.001322192,0.0021490133,0.0038750547,40,0.6616994,0.4510134,0.43953276
"(-62, 71, -21)",-62,71,-21,0.0014071936,0.0019611453,0.0035857975,60,0.6617527,0.4513749,0.43903735
"(-62, 71, -17)",-62,71,-17,0.001531642,0.0018805384,0.0032162087,80,0.6615876,0.45160276,0.43863153
"(-62, 71, -13)",-62,71,-13,0.0015941317,0.0019851527,0.0028566327,100,0.6613292,0.45171058,0.43837252
"(-62, 75, -29)",-62,75,-29,0.0016233876,0.0022320224,0.0029266668,15,0.65977865,0.45021972,0.44168714
"(-62, 75, -25)",-62,75,-25,0.0015562158,0.0021407872,0.0030053002,30,0.6599572,0.45087978,0.44096556
"(-62, 75, -21)",-62,75,-21,0.0017875934,0.0019873865,0.002997171,45,0.659747,0.4514332,0.4402835
"(-62, 75, -17)",-62,75,-17,0.0020701475,0.0018925356,0.0028914448,60,0.65930516,0.45182103,0.43962076
"(-62, 75, -13)",-62,75,-13,0.0021629555,0.0019107652,0.00266169,75,0.6588288,0.45210066,0.43909428
"(-62, 79, -29)",-62,79,-29,0.0015658848,0.0017027631,0.0020637263,10,0.65662926,0.45048675,0.44227916
"(-62, 79, -25)",-62,79,-25,0.0016806346,0.0017085212,0.0025218616,20,0.6565449,0.45134377,0.44147262
"(-62, 79, -21)",-62,79,-21,0.0021296225,0.0017043493,0.0028703583,30,0.6560281,0.45212963,0.44063413
"(-62, 79, -17)",-62,79,-17,0.0026584412,0.001704107,0.0030673519,40,0.65530217,0.45271564,0.43979484
"(-62, 79, -13)",-62,79,-13,0.0029420734,0.0017810495,0.0030389114,50,0.65457916,0.4531334,0.4390485
"(-62, 83, -29)",-62,83,-29,0.0013296828,0.0012518461,0.0014199081,5,0.65241754,0.45117646,0.44204268
"(-62, 83, -25)",-62,83,-25,0.0015633033,0.0013266734,0.0022304936,10,0.6520149,0.45230222,0.4411644
"(-62, 83, -21)",-62,83,-21,0.002283761,0.0014545696,0.0028851905,15,0.6512593,0.45336196,0.44025883
"(-62, 83, -17)",-62,83,-17,0.0031833402,0.001635973,0.0033741428,20,0.6501745,0.45406842,0.43925864
"(-62, 83, -13)",-62,83,-13,0.0036614116,0.0017567234,0.0035668872,25,0.6491824,0.4545483,0.4383296
"(-58, 67, -29)",-58,67,-29,0.0016215945,0.00197964,0.004921315,25,0.66339386,0.4482153,0.43789092
"(-58, 67, -25)",-58,67,-25,0.0016011514,0.0018542318,0.004727406,50,0.6634775,0.44828564,0.43729168
"(-58, 67, -21)",-58,67,-21,0.0018148877,0.0017647924,0.004418834,75,0.6632049,0.4483048,0.4368514
"(-58, 67, -17)",-58,67,-17,0.0020108572,0.001851213,0.0040647015,100,0.66273683,0.4482848,0.4365568
"(-58, 67, -13)",-58,67,-13,0.0020289908,0.002050604,0.0037922352,125,0.662255,0.4481917,0.43647355
"(-58, 71, -29)",-58,71,-29,0.0015268306,0.0023607078,0.0040060403,20,0.6625458,0.44777012,0.4400773
"(-58, 71, -25)",-58,71,-25,0.0015370935,0.0022297292,0.0039377557,40,0.6625783,0.44796658,0.4393714
"(-58, 71, -21)",-58,71,-21,0.0018741922,0.0020174365,0.0037303348,60,0.6622044,0.44818726,0.43876663
"(-58, 71, -17)",-58,71,-17,0.0021827796,0.0019157825,0.0034671975,80,0.6616024,0.4483513,0.43824872
"(-58, 71, -13)",-58,71,-13,0.0022208816,0.0019539439,0.0032453516,100,0.660978,0.44843185,0.43788946
"(-58, 75, -29)",-58,75,-29,0.0017438001,0.0023501199,0.0029270197,15,0.6605866,0.44801956,0.4416158
"(-58, 75, -25)",-58,75,-25,0.0018484583,0.0023677484,0.0030760414,30,0.6603946,0.4484244,0.44082463
"(-58, 75, -21)",-58,75,-21,0.0023121827,0.0022348748,0.0031867013,45,0.6597849,0.44887978,0.440047
"(-58, 75, -17)",-58,75,-17,0.0027923672,0.0021528315,0.003233574,60,0.65893716,0.4492533,0.4392765
"(-58, 75, -13)",-58,75,-13,0.0029770012,0.0021407732,0.0031986888,75,0.65810686,0.4495299,0.43864426
"(-58, 79, -29)",-58,79,-29,0.0017031627,0.0019054293,0.0020774244,10,0.6571586,0.44891733,0.4421884
"(-58, 79, -25)",-58,79,-25,0.0019333153,0.0019571704,0.0026060273,20,0.6567524,0.4495953,0.44132644
"(-58, 79, -21)",-58,79,-21,0.0026222821,0.0019283122,0.0030724986,30,0.65586525,0.4503195,0.44040278
"(-58, 79, -17)",-58,79,-17,0.0033296214,0.0019032418,0.0034351447,40,0.6547812,0.45090574,0.4394547
"(-58, 79, -13)",-58,79,-13,0.003764545,0.0019938492,0.0036236665,50,0.6537017,0.45130292,0.438586
"(-58, 83, -29)",-58,83,-29,0.001374072,0.0015628317,0.0015077459,5,0.6527145,0.45019126,0.44191486
"(-58, 83, -25)",-58,83,-25,0.0017686225,0.001614295,0.0023809946,10,0.65207875,0.45118475,0.44097075
"(-58, 83, -21)",-58,83,-21,0.002737174,0.0016711714,0.0031837872,15,0.65096754,0.45217684,0.43995154
"(-58, 83, -17)",-58,83,-17,0.0037810144,0.0017779354,0.0038147294,20,0.6495936,0.45288938,0.43883055
"(-58, 83, -13)",-58,83,-13,0.0044827787,0.0018916993,0.004215242,25,0.64824194,0.4533592,0.43775505
"(-54, 67, -29)",-54,67,-29,0.001714262,0.0017945741,0.0045340024,25,0.6640538,0.44483623,0.43781638
"(-54, 67, -25)",-54,67,-25,0.0018429322,0.0016344237,0.0043911766,50,0.66384596,0.4447754,0.43716857
"(-54, 67, -21)",-54,67,-21,0.0021713353,0.0015378442,0.0041630105,75,0.6632076,0.4446658,0.4365804
"(-54, 67, -17)",-54,67,-17,0.0023993172,0.0015410038,0.0038956215,100,0.6623745,0.44466415,0.43608144
"(-54, 67, -13)",-54,67,-13,0.0023210542,0.0017168316,0.0037443363,125,0.66156054,0.44462818,0.43574566
"(-54, 71, -29)",-54,71,-29,0.0017058449,0.0021713895,0.0036635303,20,0.66274136,0.44490823,0.43976718
"(-54, 71, -25)",-54,71,-25,0.0019226818,0.002117401,0.0036588642,40,0.6624509,0.44501,0.43902072
"(-54, 71, -21)",-54,71,-21,0.0023680283,0.0020175737,0.0035961315,60,0.6617362,0.44513628,0.4382819
"(-54, 71, -17)",-54,71,-17,0.0027440353,0.0019612892,0.0035367822,80,0.66079074,0.44536096,0.4375658
"(-54, 71, -13)",-54,71,-13,0.0028032952,0.002050449,0.0035842122,100,0.6598575,0.44553536,0.43696323
"(-54, 75, -29)",-54,75,-29,0.0018765796,0.0022270984,0.0027797255,15,0.66040695,0.44564217,0.4410434
"(-54, 75, -25)",-54,75,-25,0.0020914176,0.0023431026,0.0029694876,30,0.65992504,0.44596162,0.4402314
"(-54, 75, -21)",-54,75,-21,0.0026536947,0.0023403033,0.0032643382,45,0.6590262,0.44633567,0.43933564
"(-54, 75, -17)",-54,75,-17,0.003239742,0.0023286399,0.0035787025,60,0.65788877,0.4467772,0.43838403
"(-54, 75, -13)",-54,75,-13,0.003517707,0.002390378,0.0038764079,75,0.65677685,0.44714966,0.43752426
"(-54, 79, -29)",-54,79,-29,0.0016184767,0.0018862234,0.0022223159,10,0.6567581,0.4469939,0.44141287
"(-54, 79, -25)",-54,79,-25,0.001978219,0.0020458244,0.0027275148,20,0.6560863,0.4476204,0.44053283
